time_utc,vram_mb,pid,ppid,rss_kb,vsz_kb,stat,cmd
2026-05-31 03:00:16,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:16,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:16,20637,818887,818823,1021480,21487020,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:16,20637,818888,818823,1028020,21493512,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:21,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:21,20637,818823,818821,3598364,46878968,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:21,20637,818887,818823,1021504,21487020,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:21,20637,818888,818823,1028020,21493512,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:26,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:26,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:26,20637,818887,818823,1021484,21487020,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:26,20637,818888,818823,1028020,21493512,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:31,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:31,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:31,20637,818887,818823,1086308,21551824,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:31,20637,818888,818823,1028004,21493512,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:36,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:36,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:36,20637,818887,818823,1048164,21551824,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:36,20637,818888,818823,1028016,21493512,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:42,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:42,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:42,20637,818887,818823,1021504,21487020,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:42,20637,818888,818823,1028020,21493512,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:47,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:47,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:47,20637,818887,818823,1027668,21543000,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:47,20637,818888,818823,1028020,21493512,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:52,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:52,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:52,20637,818887,818823,1099412,21586208,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:52,20637,818888,818823,1060480,21547120,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:57,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:00:57,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:57,20637,818887,818823,991084,21456600,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:00:57,20637,818888,818823,988020,21453512,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:02,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:01:02,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:02,20637,818887,818823,991084,21456600,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:02,20637,818888,818823,1072536,21583120,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:07,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:01:07,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:07,20637,818887,818823,991084,21456600,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:07,20637,818888,818823,1000216,21465708,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:12,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:01:12,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:12,20637,818887,818823,991076,21456600,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:12,20637,818888,818823,1016236,21481728,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:17,20637,818821,1,12524,16996,Ss,/root/miniconda3/bin/python scripts/resume_creff_train_until.py --weights weights/cutie-base-mega.pth --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --target-step 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-every 25
2026-05-31 03:01:17,20637,818823,818821,3400284,46655756,Sl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
2026-05-31 03:01:17,20637,818887,818823,1140480,21611324,Rl,/root/miniconda3/bin/python scripts/train_compressed_davis_dataloader.py --weights weights/cutie-base-mega.pth --steps 1000 --size 480 --resize-mode crop --seq-length 8 --batch-size 4 --grad-accum 8 --num-workers 2 --prefetch-factor 2 --save-dir output/creff_davis_creff_only_s480_l8_b4a8 --save-every 25 --resume output/creff_davis_creff_only_s480_l8_b4a8/compressed_davis_dataloader_step_200.pth --start-step 200
